"Provider.State","DRG.Definition","Discharges","Total.Payments","Medicare.Payments","Covered.Charges","Total.Payments.quantile","Medicare.Payments.quantile","Covered.Charges.quantile"
"UT","251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC",145,13248.1819310345,10166.7922068966,39554.7406206897,9,8,8
"VT","251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC",39,17404.38,14400.43,42468.82,10,9,8
"VA","251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC",528,12765.8707007576,10925.4097727273,53313.8128219697,9,8,9
"WA","251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC",301,15364.5463787375,12114.9682392027,58242.561461794,9,9,9
"WV","251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC",220,12174.8548181818,10331.9416363636,36594.9692727273,8,8,7
"WI","251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC",417,14636.8419664269,11726.8926378897,55883.0680335731,9,9,9
"WY","251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC",13,22549.3,13963.61,75760.76,10,9,10
"AL","252 - OTHER VASCULAR PROCEDURES W MCC",658,19088.9899392097,17612.9236930091,66418.1067629179,10,10,9
"AK","252 - OTHER VASCULAR PROCEDURES W MCC",13,29749.61,29145,90891.15,10,10,10
"AZ","252 - OTHER VASCULAR PROCEDURES W MCC",458,22569.3277292576,20931.7683406114,81484.7828384279,10,10,10
"AR","252 - OTHER VASCULAR PROCEDURES W MCC",271,18975.320701107,16533.3481549815,65908.5686715867,10,10,9
"CA","252 - OTHER VASCULAR PROCEDURES W MCC",2675,28553.8469457944,27541.4692785047,141530.277697196,10,10,10
"CO","252 - OTHER VASCULAR PROCEDURES W MCC",171,22460.1888888889,19373.8718128655,90641.2711695906,10,10,10
"CT","252 - OTHER VASCULAR PROCEDURES W MCC",344,31363.1249127907,29143.2709302326,96401.1962209302,10,10,10
"DE","252 - OTHER VASCULAR PROCEDURES W MCC",92,23527.4517391304,21954.4506521739,54730.3676086957,10,10,9
"DC","252 - OTHER VASCULAR PROCEDURES W MCC",265,28106.4592830189,26761.1760754717,79055.9270943396,10,10,10
"FL","252 - OTHER VASCULAR PROCEDURES W MCC",3329,20336.5478732352,19015.9996875939,94418.5487744067,10,10,10
"GA","252 - OTHER VASCULAR PROCEDURES W MCC",1348,20678.0822329377,18998.3620771513,64855.6548367952,10,10,9
"HI","252 - OTHER VASCULAR PROCEDURES W MCC",67,26107.9043283582,24462.8297014925,72169.0428358209,10,10,10
"ID","252 - OTHER VASCULAR PROCEDURES W MCC",57,22112.959122807,19283.5563157895,55694.0663157895,10,10,9
"IL","252 - OTHER VASCULAR PROCEDURES W MCC",1657,24281.7550030175,21992.9670247435,87113.3596016898,10,10,10
"IN","252 - OTHER VASCULAR PROCEDURES W MCC",783,22210.4708045977,19998.739936143,72447.9723243934,10,10,10
"IA","252 - OTHER VASCULAR PROCEDURES W MCC",117,22173.6102564103,20921.0278632479,72927.3905982906,10,10,10
"KS","252 - OTHER VASCULAR PROCEDURES W MCC",179,20873.2044134078,18124.9407821229,76142.4503910614,10,10,10
"KY","252 - OTHER VASCULAR PROCEDURES W MCC",546,19536.4961538462,18517.5958974359,59432.5921245421,10,10,9
"LA","252 - OTHER VASCULAR PROCEDURES W MCC",838,20428.2128997613,18912.2178281623,78854.7458591886,10,10,10
"ME","252 - OTHER VASCULAR PROCEDURES W MCC",77,20999.7645454545,19687.0863636364,43973.0863636364,10,10,8
"MD","252 - OTHER VASCULAR PROCEDURES W MCC",882,28985.0130725624,27976.3373356009,30814.197154195,10,10,7
"MA","252 - OTHER VASCULAR PROCEDURES W MCC",774,28688.1407364341,27334.242997416,69346.716757106,10,10,9
"MI","252 - OTHER VASCULAR PROCEDURES W MCC",1612,23567.8239205955,22465.6806575682,60516.5600372208,10,10,9
"MN","252 - OTHER VASCULAR PROCEDURES W MCC",355,24943.3376901408,22130.155971831,74217.1409859155,10,10,10
"MS","252 - OTHER VASCULAR PROCEDURES W MCC",477,19831.4574633124,18257.3180712788,69457.3574004193,10,10,9
"MO","252 - OTHER VASCULAR PROCEDURES W MCC",740,20402.7811351351,19255.6565810811,71071.0024054054,10,10,9
"MT","252 - OTHER VASCULAR PROCEDURES W MCC",29,20001.5162068966,19299.3086206897,63110.5820689655,10,10,9
"NE","252 - OTHER VASCULAR PROCEDURES W MCC",127,23003.1858267716,19672.9965354331,74003.7614173228,10,10,10
"NV","252 - OTHER VASCULAR PROCEDURES W MCC",149,22563.6587919463,21113.6862416107,142313.371812081,10,10,10
"NH","252 - OTHER VASCULAR PROCEDURES W MCC",73,25123.7647945205,23233.9006849315,87978.64,10,10,10
"NJ","252 - OTHER VASCULAR PROCEDURES W MCC",1333,23759.5183045761,22949.7403375844,132915.288462116,10,10,10
"NM","252 - OTHER VASCULAR PROCEDURES W MCC",205,22653.0682439024,21411.7069268293,46710.3698536585,10,10,8
"NY","252 - OTHER VASCULAR PROCEDURES W MCC",2324,30466.8694836489,28829.8350172117,80221.6359122203,10,10,10
"NC","252 - OTHER VASCULAR PROCEDURES W MCC",1010,22749.1438415842,21235.9717821782,59432.2915148515,10,10,9
"ND","252 - OTHER VASCULAR PROCEDURES W MCC",52,18937.8242307692,18462.5769230769,44490.4790384615,10,10,8
"OH","252 - OTHER VASCULAR PROCEDURES W MCC",1478,20980.7046008119,19551.1698240866,70184.6810960758,10,10,9
"OK","252 - OTHER VASCULAR PROCEDURES W MCC",298,21550.7513422819,19473.409966443,69174.2648993288,10,10,9
"OR","252 - OTHER VASCULAR PROCEDURES W MCC",175,24694.3333714286,23538.5736571429,61218.7678285714,10,10,9
"PA","252 - OTHER VASCULAR PROCEDURES W MCC",1382,23624.8820839363,22140.4679739508,112208.741910275,10,10,10
"RI","252 - OTHER VASCULAR PROCEDURES W MCC",57,26389.1010526316,25551.7670175439,86826.8212280702,10,10,10
"SC","252 - OTHER VASCULAR PROCEDURES W MCC",552,21405.3960144928,20032.655,83821.7685326087,10,10,10
"SD","252 - OTHER VASCULAR PROCEDURES W MCC",65,21722.4733846154,20819.8384615385,68401.9833846154,10,10,9
"TN","252 - OTHER VASCULAR PROCEDURES W MCC",831,19179.6333574007,17842.4020336943,65800.3659927798,10,10,9
"TX","252 - OTHER VASCULAR PROCEDURES W MCC",3319,21110.7587496234,19560.2912744803,86968.8507170834,10,10,10
"UT","252 - OTHER VASCULAR PROCEDURES W MCC",75,22072.1788,20818.6626666667,52578.1686666667,10,10,9
"VT","252 - OTHER VASCULAR PROCEDURES W MCC",22,26836.54,24617.31,50565.5,10,10,9
"VA","252 - OTHER VASCULAR PROCEDURES W MCC",849,22345.4606360424,20366.8535924617,77691.4754299176,10,10,10
"WA","252 - OTHER VASCULAR PROCEDURES W MCC",423,24610.5108510638,22824.18356974,89696.6621749409,10,10,10
"WV","252 - OTHER VASCULAR PROCEDURES W MCC",259,18601.2711196911,17654.8663320463,44692.1798069498,10,10,8
"WI","252 - OTHER VASCULAR PROCEDURES W MCC",350,25452.7788857143,22900.0926,72312.0412857143,10,10,10
"AL","253 - OTHER VASCULAR PROCEDURES W CC",799,13986.4677972466,12609.8674468085,59371.068660826,9,9,9
"AK","253 - OTHER VASCULAR PROCEDURES W CC",11,22204.9,20995.63,81205.9,10,10,10
"AZ","253 - OTHER VASCULAR PROCEDURES W CC",526,16932.2657414449,15383.6869391635,68628.9089163498,9,9,9
"AR","253 - OTHER VASCULAR PROCEDURES W CC",410,14403.1207317073,12944.0776829268,53930.2046341464,9,9,9
"CA","253 - OTHER VASCULAR PROCEDURES W CC",2087,21684.9115572592,20457.2291423095,124507.13137518,10,10,10
"CO","253 - OTHER VASCULAR PROCEDURES W CC",190,17454.7283157895,16156.8565789474,89083.5601052632,10,10,10
"CT","253 - OTHER VASCULAR PROCEDURES W CC",487,21523.7660780287,19844.4331622177,64824.5358726899,10,10,9
"DE","253 - OTHER VASCULAR PROCEDURES W CC",141,19935.0577304965,16785.8865248227,46338.1643262411,10,10,8
"DC","253 - OTHER VASCULAR PROCEDURES W CC",167,21610.4446107784,19939.0074850299,77851.8898203593,10,10,10
"FL","253 - OTHER VASCULAR PROCEDURES W CC",2943,15511.3069962623,14182.2654196398,79753.3746381244,9,9,10
"GA","253 - OTHER VASCULAR PROCEDURES W CC",963,16081.7746313603,14344.1317860852,59205.4874662513,9,9,9
"HI","253 - OTHER VASCULAR PROCEDURES W CC",22,24079.27,17186.95,55712.22,10,10,9
"ID","253 - OTHER VASCULAR PROCEDURES W CC",51,16011.3860784314,13003.0550980392,31809.1917647059,9,9,7
"IL","253 - OTHER VASCULAR PROCEDURES W CC",2013,18089.9611773472,15709.0266120219,72533.3489071038,10,10,10
"IN","253 - OTHER VASCULAR PROCEDURES W CC",983,16534.6302848423,14996.4142828077,59275.8348118006,9,9,9
"IA","253 - OTHER VASCULAR PROCEDURES W CC",294,16383.313707483,13970.4942517007,54937.5903061225,9,9,9
"KS","253 - OTHER VASCULAR PROCEDURES W CC",336,15111.6866666667,13192.8914285714,59124.0833630952,9,9,9
"KY","253 - OTHER VASCULAR PROCEDURES W CC",651,16074.8395545315,14479.1472043011,53280.7249615975,9,9,9
"LA","253 - OTHER VASCULAR PROCEDURES W CC",727,15906.7301788171,14049.649656121,74287.2285419532,9,9,10
"ME","253 - OTHER VASCULAR PROCEDURES W CC",204,17120.182254902,15662.9304411765,38071.0441666667,9,10,8
"MD","253 - OTHER VASCULAR PROCEDURES W CC",929,20953.1619483315,19608.5302152853,22255.9228094726,10,10,5
"MA","253 - OTHER VASCULAR PROCEDURES W CC",995,22086.9869849246,20621.3413768844,57770.4773668342,10,10,9
"MI","253 - OTHER VASCULAR PROCEDURES W CC",1756,18313.8739009112,16824.7114749431,50897.7615261959,10,10,9
"MN","253 - OTHER VASCULAR PROCEDURES W CC",532,17241.4545488722,15819.2084774436,59990.3428759399,10,10,9
"MS","253 - OTHER VASCULAR PROCEDURES W CC",476,15279.6634453782,13752.2510294118,52816.0698319328,9,9,9
"MO","253 - OTHER VASCULAR PROCEDURES W CC",942,15351.5224309979,14193.9987367304,55651.2436836518,9,9,9
"MT","253 - OTHER VASCULAR PROCEDURES W CC",86,15162.9968604651,14296.5196511628,46462.421627907,9,9,8
"NE","253 - OTHER VASCULAR PROCEDURES W CC",225,15994.6648888889,14251.7736,53462.9176444444,9,9,9
"NV","253 - OTHER VASCULAR PROCEDURES W CC",202,17936.1952970297,15439.4535643564,107161.641584158,10,9,10
"NH","253 - OTHER VASCULAR PROCEDURES W CC",164,18230.5573780488,17395.6919512195,55553.1663414634,10,10,9
"NJ","253 - OTHER VASCULAR PROCEDURES W CC",1510,18263.425,16992.7787152318,104820.028854305,10,10,10
"NM","253 - OTHER VASCULAR PROCEDURES W CC",90,18993.4188888889,15342.5848888889,59859.8075555556,10,9,9
"NY","253 - OTHER VASCULAR PROCEDURES W CC",2318,22153.2775237274,20451.6336151855,63355.6954616048,10,10,9
"NC","253 - OTHER VASCULAR PROCEDURES W CC",1065,17477.0719248826,16367.289370892,52462.0726666667,10,10,9
"ND","253 - OTHER VASCULAR PROCEDURES W CC",132,15525.0781060606,14059.229469697,35072.3152272727,9,9,7
"OH","253 - OTHER VASCULAR PROCEDURES W CC",1718,16268.9118277066,14878.038346915,57955.7455878929,9,9,9
"OK","253 - OTHER VASCULAR PROCEDURES W CC",407,14951.8918673219,13053.4145945946,54264.0508845209,9,9,9
"OR","253 - OTHER VASCULAR PROCEDURES W CC",246,18278.9672764228,16590.5841056911,51240.3988617886,10,10,9
"PA","253 - OTHER VASCULAR PROCEDURES W CC",1623,17250.2320887246,15580.9443006778,82068.9325754775,10,9,10
"RI","253 - OTHER VASCULAR PROCEDURES W CC",104,20066.9557692308,18465.5915384615,72111.7675,10,10,10
"SC","253 - OTHER VASCULAR PROCEDURES W CC",456,16349.1012061404,14409.4724561404,71460.1319517544,9,9,9
"SD","253 - OTHER VASCULAR PROCEDURES W CC",119,16337.3840336134,15577.0135294118,55093.2986554622,9,9,9
"TN","253 - OTHER VASCULAR PROCEDURES W CC",877,15388.9281071836,13640.2239794755,56127.831949829,9,9,9
"TX","253 - OTHER VASCULAR PROCEDURES W CC",2891,16387.5870702179,14840.1205326877,76478.3589415427,9,9,10
"UT","253 - OTHER VASCULAR PROCEDURES W CC",95,17125.1226315789,14302.8488421053,40330.0151578947,9,9,8
"VT","253 - OTHER VASCULAR PROCEDURES W CC",56,22054.26,21372.14,40776.17,10,10,8
"VA","253 - OTHER VASCULAR PROCEDURES W CC",976,17033.7679713115,15022.1069262295,64085.546557377,9,9,9
"WA","253 - OTHER VASCULAR PROCEDURES W CC",537,18142.3890130354,16218.3332588454,70405.7575232775,10,10,9
"WV","253 - OTHER VASCULAR PROCEDURES W CC",285,15156.4017192982,14178.0846666667,41985.0187017544,9,9,8
"WI","253 - OTHER VASCULAR PROCEDURES W CC",598,18207.5752842809,16372.261187291,62190.8924414716,10,10,9
"WY","253 - OTHER VASCULAR PROCEDURES W CC",19,20801.94,16103.36,42969.94,10,10,8
"AL","254 - OTHER VASCULAR PROCEDURES W/O CC/MCC",714,9544.52037815126,8098.0056302521,42077.0025490196,7,7,8
"AZ","254 - OTHER VASCULAR PROCEDURES W/O CC/MCC",383,11437.4780939948,9855.04451697128,50434.3596866841,8,8,9
"AR","254 - OTHER VASCULAR PROCEDURES W/O CC/MCC",553,9088.1270886076,7878.49578661844,41079.7527486438,7,7,8
"CA","254 - OTHER VASCULAR PROCEDURES W/O CC/MCC",1413,13730.8545789101,12376.2102406228,82284.1068082095,9,9,10
"CO","254 - OTHER VASCULAR PROCEDURES W/O CC/MCC",120,11431.44825,9927.86191666667,59995.45625,8,8,9
"CT","254 - OTHER VASCULAR PROCEDURES W/O CC/MCC",382,13862.3770157068,12178.0288481675,41909.7909424084,9,9,8
"DE","254 - OTHER VASCULAR PROCEDURES W/O CC/MCC",137,12353.6729927007,11148.4567883212,34614.5132116788,8,9,7
"DC","254 - OTHER VASCULAR PROCEDURES W/O CC/MCC",107,14131.6997196262,12149.9830841121,52370.9752336449,9,9,9
"FL","254 - OTHER VASCULAR PROCEDURES W/O CC/MCC",1792,10123.6765625,8736.58549107143,57492.4400390625,7,7,9
"GA","254 - OTHER VASCULAR PROCEDURES W/O CC/MCC",634,10960.7216403785,9376.48832807571,42016.8764037855,8,8,8
"HI","254 - OTHER VASCULAR PROCEDURES W/O CC/MCC",18,14039.5,12975.72,53921.72,9,9,9
"ID","254 - OTHER VASCULAR PROCEDURES W/O CC/MCC",68,10808.7635294118,8624.9075,29417.6586764706,8,7,6
"IL","254 - OTHER VASCULAR PROCEDURES W/O CC/MCC",1261,11934.5342188739,9621.08483743061,52821.6903489294,8,8,9
"IN","254 - OTHER VASCULAR PROCEDURES W/O CC/MCC",1018,10510.7758251473,8943.32578585462,38217.5224263261,8,7,8
"IA","254 - OTHER VASCULAR PROCEDURES W/O CC/MCC",303,10381.9403630363,8873.98630363036,40106.1934983498,8,7,8
"KS","254 - OTHER VASCULAR PROCEDURES W/O CC/MCC",205,9976.38848780488,8270.70892682927,42512.575804878,7,7,8
"KY","254 - OTHER VASCULAR PROCEDURES W/O CC/MCC",544,10699.4479595588,8988.85058823529,37813.0556433824,8,7,7
"LA","254 - OTHER VASCULAR PROCEDURES W/O CC/MCC",525,10838.8352571429,8748.50681904762,54679.8260571429,8,7,9
"ME","254 - OTHER VASCULAR PROCEDURES W/O CC/MCC",174,11653.8446551724,9282.61224137931,26246.017183908,8,8,6
"MD","254 - OTHER VASCULAR PROCEDURES W/O CC/MCC",678,13868.6093952802,12292.3700294985,14649.2645280236,9,9,3
"MA","254 - OTHER VASCULAR PROCEDURES W/O CC/MCC",768,14836.9875,13153.1866666667,39953.2451171875,9,9,8
"MI","254 - OTHER VASCULAR PROCEDURES W/O CC/MCC",1484,12144.7816442049,10866.686361186,37769.6259838275,8,8,7
"MN","254 - OTHER VASCULAR PROCEDURES W/O CC/MCC",283,12186.6202120141,9887.67007067138,42124.0857597173,8,8,8
"MS","254 - OTHER VASCULAR PROCEDURES W/O CC/MCC",340,10400.3122647059,8658.04911764706,38915.7533529412,8,7,8
"MO","254 - OTHER VASCULAR PROCEDURES W/O CC/MCC",706,10113.7976487252,8908.24882436261,38898.3985552408,7,7,8
"MT","254 - OTHER VASCULAR PROCEDURES W/O CC/MCC",75,10800.8338666667,8937.35533333333,26943.7378666667,8,7,6
"NE","254 - OTHER VASCULAR PROCEDURES W/O CC/MCC",179,10863.6606703911,8878.69681564246,43269.9677653631,8,7,8
"NV","254 - OTHER VASCULAR PROCEDURES W/O CC/MCC",142,11382.6928873239,9706.67753521127,73064.268028169,8,8,10
"NH","254 - OTHER VASCULAR PROCEDURES W/O CC/MCC",113,11859.8282300885,10672.4292920354,44894.0119469027,8,8,8
"NJ","254 - OTHER VASCULAR PROCEDURES W/O CC/MCC",770,12305.6381558442,11173.0649220779,65187.3874935065,8,9,9
"NM","254 - OTHER VASCULAR PROCEDURES W/O CC/MCC",58,10434.9644827586,8654.28965517241,44819.7701724138,8,7,8
"NY","254 - OTHER VASCULAR PROCEDURES W/O CC/MCC",1758,14644.4087599545,12838.3781968146,36372.9556427759,9,9,7
"NC","254 - OTHER VASCULAR PROCEDURES W/O CC/MCC",696,11414.6900574713,9857.0066954023,37046.3028591954,8,8,7
"ND","254 - OTHER VASCULAR PROCEDURES W/O CC/MCC",75,10175.2645333333,8864.32973333333,22439.6106666667,7,7,5
"OH","254 - OTHER VASCULAR PROCEDURES W/O CC/MCC",1234,11241.1388006483,9634.24280388979,41722.493808752,8,8,8
"OK","254 - OTHER VASCULAR PROCEDURES W/O CC/MCC",341,10035.2862756598,9012.44143695015,43223.2534604106,7,7,8
"OR","254 - OTHER VASCULAR PROCEDURES W/O CC/MCC",205,11387.787804878,9298.55595121951,34351.7961463415,8,8,7
"PA","254 - OTHER VASCULAR PROCEDURES W/O CC/MCC",1037,11105.1575313404,9504.33608486017,52738.9222661524,8,8,9
"RI","254 - OTHER VASCULAR PROCEDURES W/O CC/MCC",81,13017.2943209877,11746.5891358025,37995.8948148148,9,9,7
"SC","254 - OTHER VASCULAR PROCEDURES W/O CC/MCC",425,10870.6972,9249.16748235294,48248.3512235294,8,8,8
"SD","254 - OTHER VASCULAR PROCEDURES W/O CC/MCC",263,16259.5612547529,8925.04517110266,37443.9714068441,9,7,7
"TN","254 - OTHER VASCULAR PROCEDURES W/O CC/MCC",756,10342.5612433862,8325.6651984127,42154.4011111111,8,7,8
"TX","254 - OTHER VASCULAR PROCEDURES W/O CC/MCC",1999,10882.497933967,9254.43219609805,55181.7026563282,8,8,9
"UT","254 - OTHER VASCULAR PROCEDURES W/O CC/MCC",26,11123.765,7808.84192307692,24164.0753846154,8,7,5
"VT","254 - OTHER VASCULAR PROCEDURES W/O CC/MCC",34,15173.52,13699.76,29609.58,9,9,6
"VA","254 - OTHER VASCULAR PROCEDURES W/O CC/MCC",518,11296.5522007722,9068.91918918919,43590.7813320463,8,7,8
"WA","254 - OTHER VASCULAR PROCEDURES W/O CC/MCC",459,12263.4540958606,10088.9750762527,54957.7031590414,8,8,9
"WV","254 - OTHER VASCULAR PROCEDURES W/O CC/MCC",257,9585.9879766537,8427.00758754864,25143.150233463,7,7,6
"WI","254 - OTHER VASCULAR PROCEDURES W/O CC/MCC",249,11600.9871485944,9943.83983935743,41284.6945381526,8,8,8
"WY","254 - OTHER VASCULAR PROCEDURES W/O CC/MCC",25,13312.0344,11375.1572,41484.9192,9,9,8
"AL","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",1029,10733.0508066084,9684.10499514091,44326.5681049563,8,8,8
"AK","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",22,18814.36,17868.22,79674.45,10,10,10
"AZ","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",614,12566.9488436482,11675.4860423453,50561.7809771987,9,9,9
"AR","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",647,10557.3714064915,9596.6499381762,29116.9187944359,8,8,6
"CA","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",4443,15491.0155255458,14520.6152307,83364.309455323,9,9,10
"CO","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",239,12778.8287029289,11469.6531799163,53716.1723012552,9,9,9
"CT","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",1054,14189.0469354839,13288.1432637571,38238.1674762808,9,9,8
"DE","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",228,12696.8076315789,11610.1979824561,31282.2950438596,9,9,7
"DC","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",181,16340.539558011,15309.2481767956,54931.9624861878,9,9,9
"FL","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",4931,11187.8295112553,10252.5732610018,56804.6123261002,8,8,9
"GA","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",1516,11735.9738522427,10642.0530277045,40855.2067348285,8,8,8
"HI","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",239,16553.919832636,15133.0167364017,39855.1879916318,9,9,8
"ID","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",120,10919.4866666667,9946.43683333333,27277.0934166667,8,8,6
"IL","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",2947,12123.9392500848,11115.784692908,44910.1059043095,8,9,8
"IN","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",1454,11176.2612861073,10222.7727647868,34977.3757634113,8,8,7
"IA","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",692,10756.865867052,9797.51290462428,30156.3279046243,8,8,6
"KS","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",357,11329.63232493,10049.6519607843,44665.5935854342,8,8,8
"KY","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",1480,11283.3615472973,10300.3668986486,32519.5237364865,8,8,7
"LA","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",647,11328.5399072643,10338.5030139104,43517.397511592,8,8,8
"ME","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",525,12044.6460952381,10670.9354285714,25537.728552381,8,8,6
"MD","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",1126,17463.5794493783,16451.8906039076,18555.0229573712,10,10,4
"MA","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",1956,13663.7927198364,12796.9404550102,24259.7718404908,9,9,5
"MI","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",3578,12897.5380827278,11937.1380435998,30858.3605394075,9,9,7
"MN","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",709,12976.8934555712,11709.6763328632,34223.7158815233,9,9,7
"MS","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",753,11210.1015272244,10271.6962416999,38297.7368525896,8,8,8
"MO","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",1356,11009.0189970501,10170.5938643068,38082.1956710914,8,8,8
"MT","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",36,11551.4966666667,10675.5238888889,27562.7183333333,8,8,6
"NE","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",245,11562.6856326531,10213.7446938776,37100.6908163265,8,8,7
"NV","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",245,13800.3840408163,11474.855755102,86151.8615102041,9,9,10
"NH","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",366,12358.5192622951,10988.2536885246,31291.7221857924,8,8,7
"NJ","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",3190,13269.4479561129,12381.6430188088,88086.3827115988,9,9,10
"NM","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",179,13361.8781005587,12103.5986592179,44875.9646368715,9,9,8
"NY","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",4723,15935.8832331145,14977.2112174465,46974.9604954478,9,9,8
"NC","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",2821,12139.7323679546,11230.983169089,31268.4251116625,8,9,7
"ND","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",179,11599.1654189944,10674.2809497207,24839.9491620112,8,8,5
"OH","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",2557,11621.5865936644,10605.4613570591,39578.507985921,8,8,8
"OK","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",680,11350.3325735294,9959.26947058823,41728.0262205882,8,8,8
"OR","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",400,12813.79035,11761.633275,32289.293725,9,9,7
"PA","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",3477,11983.5290825424,10839.8704515387,49160.7851970089,8,8,8
"RI","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",335,13422.6395522388,12460.6287761194,36547.5409253731,9,9,7
